,description,accession,organism,taxon_id,valid,ffn
5875,"spike protein, partial [Human coronavirus OC43]",AKA09643,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5876,"spike protein, partial [Human coronavirus OC43]",AKA09642,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5877,"spike protein, partial [Human coronavirus OC43]",AKA09641,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5878,"spike glycoprotein, partial [SARS coronavirus TW-HP1]",AAS44761,SARS coronavirus TW-HP1,264371,True,./genbank_files/264371.fna
5879,spike glycoprotein [Civet SARS CoV 007/2004],AAU04646,Civet SARS CoV 007/2004,285945,True,./genbank_files/285945.fna
5880,RecName: Full=Hemagglutinin-esterase; Short=HE protein; AltName: Full=E3 glycoprotein; Flags: Precursor,P59710,Bovine coronavirus strain L9,11130,False,./genbank_files/11130.fna
5881,RecName: Full=Spike glycoprotein; Short=S glycoprotein; AltName: Full=E2; AltName: Full=Peplomer protein; Contains: RecName: Full=Spike protein S1; Contains: RecName: Full=Spike protein S2; Contains: RecName: Full=Spike protein S2'; Flags: Precursor,P25191,Bovine coronavirus strain L9,11130,True,./genbank_files/11130.fna
5882,spike glycoprotein [SARS coronavirus B012],AAV97989,SARS coronavirus B012,305406,True,./genbank_files/305406.fna
5883,spike glycoprotein [Pipistrellus abramus bat coronavirus HKU5-related],QHA24687,Pipistrellus abramus bat coronavirus HKU5-related,2691590,True,./genbank_files/2691590.fna
5884,spike glycoprotein [SARS coronavirus C014],AAV97996,SARS coronavirus C014,305412,True,./genbank_files/305412.fna
5885,spike glycoprotein [SARS coronavirus GD03T0013],AAS10463,SARS coronavirus GD03T0013,262338,True,./genbank_files/262338.fna
5886,"spike glycoprotein, partial [SARS coronavirus sf098]",AAS48580,SARS coronavirus sf098,264990,True,./genbank_files/264990.fna
5887,"spike glycoprotein, partial [SARS coronavirus sf098]",AAS48582,SARS coronavirus sf098,264990,True,./genbank_files/264990.fna
5888,spike glycoprotein [BtRf-BetaCoV/HeB2013],AIA62290,BtRf-BetaCoV/HeB2013,1503296,True,./genbank_files/1503296.fna
5889,spike glycoprotein [SARS coronavirus C017],AAV97997,SARS coronavirus C017,305413,True,./genbank_files/305413.fna
5890,spike glycoprotein [SARS coronavirus B024],AAV97990,SARS coronavirus B024,305407,True,./genbank_files/305407.fna
5891,RecName: Full=Hemagglutinin-esterase; Short=HE protein; AltName: Full=E3 glycoprotein; Flags: Precursor,P31613,Bovine coronavirus LY-138,11131,False,./genbank_files/11131.fna
5892,RecName: Full=Spike glycoprotein; Short=S glycoprotein; AltName: Full=E2; AltName: Full=Peplomer protein; Contains: RecName: Full=Spike protein S1; Contains: RecName: Full=Spike protein S2; Contains: RecName: Full=Spike protein S2'; Flags: Precursor,P25192,Bovine coronavirus LY-138,11131,True,./genbank_files/11131.fna
5893,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10773,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5894,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10758,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5895,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10743,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5896,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10728,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5897,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10713,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5898,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10608,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5899,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10593,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5900,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10578,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5901,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10563,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5902,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10548,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5903,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10533,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5904,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10518,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5905,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10503,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5906,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10488,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5907,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10473,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5908,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10458,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5909,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10443,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5910,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10428,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5911,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10413,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5912,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],AEA10398,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5913,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],ACZ72284,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5914,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],ACZ72240,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5915,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],ACZ72151,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5916,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],ACZ72122,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5917,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],ACZ72005,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5918,spike glycoprotein precursor [SARS coronavirus MA15 ExoN1],ACZ71991,SARS coronavirus MA15 ExoN1,633140,True,./genbank_files/633140.fna
5919,spike protein S [SARS coronavirus HSR 1],AAP72986,SARS coronavirus HSR 1,235088,True,./genbank_files/235088.fna
5920,spike glycoprotein S [SARS coronavirus WH20],AAX16192,SARS coronavirus WH20,312027,True,./genbank_files/312027.fna
5921,S protein [Human betacoronavirus 2c England-Qatar/2012],AGG22542,Human betacoronavirus 2c England-Qatar/2012,1298362,True,./genbank_files/1298362.fna
5922,"spike glycoprotein, partial [SARS coronavirus TW-HP4]",AAS44767,SARS coronavirus TW-HP4,264374,True,./genbank_files/264374.fna
5923,"spike protein, partial [Bat coronavirus BtCoV/8-724/Pip_pyg/ROU/2009]",AGC94911,Bat coronavirus BtCoV/8-724/Pip_pyg/ROU/2009,1284373,True,./genbank_files/1284373.fna
5924,spike protein [Bat SARS Cov Rs806/2006],ACU31051,Bat SARS Cov Rs806/2006,663565,True,./genbank_files/663565.fna
5925,spike glycoprotein [SARS coronavirus A021],AAV97986,SARS coronavirus A021,305403,True,./genbank_files/305403.fna
5926,spike glycoprotein [SARS coronavirus C028],AAV98001,SARS coronavirus C028,305417,True,./genbank_files/305417.fna
5927,spike protein [Bovine coronavirus E-AH65-TC],ABP38243,Bovine coronavirus E-AH65-TC,422218,True,./genbank_files/422218.fna
5928,spike protein [Bovine coronavirus R-AH187],ABP38295,Bovine coronavirus R-AH187,422219,True,./genbank_files/422219.fna
5929,spike glycoprotein [SARS coronavirus C025],AAV98000,SARS coronavirus C025,305416,True,./genbank_files/305416.fna
5930,spike glycoprotein [SARS coronavirus A013],AAV97985,SARS coronavirus A013,305402,True,./genbank_files/305402.fna
5931,spike glycoprotein [SARS coronavirus ExoN1],AGT21273,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5932,spike glycoprotein [SARS coronavirus ExoN1],AGT21228,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5933,spike glycoprotein [SARS coronavirus ExoN1],AGT21213,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5934,spike glycoprotein [SARS coronavirus ExoN1],AGT21183,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5935,spike glycoprotein [SARS coronavirus ExoN1],AGT21153,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5936,spike glycoprotein [SARS coronavirus ExoN1],AGT21138,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5937,spike glycoprotein [SARS coronavirus ExoN1],AGT21123,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5938,spike glycoprotein [SARS coronavirus ExoN1],AGT21078,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5939,spike glycoprotein [SARS coronavirus ExoN1],AGT21063,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5940,spike glycoprotein [SARS coronavirus ExoN1],AGT21048,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5941,spike glycoprotein [SARS coronavirus ExoN1],AGT21018,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5942,spike glycoprotein [SARS coronavirus ExoN1],AGT21003,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5943,spike glycoprotein [SARS coronavirus ExoN1],AGT20988,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5944,spike glycoprotein [SARS coronavirus ExoN1],AGT20898,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5945,spike glycoprotein [SARS coronavirus ExoN1],AGT20868,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5946,spike glycoprotein [SARS coronavirus ExoN1],AGT20838,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5947,spike glycoprotein [SARS coronavirus ExoN1],AGT20823,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5948,spike glycoprotein [SARS coronavirus ExoN1],AGT20808,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5949,spike glycoprotein precursor [SARS coronavirus ExoN1],AEA11013,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5950,spike glycoprotein precursor [SARS coronavirus ExoN1],AFM43867,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5951,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ72254,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5952,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ72195,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5953,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ72180,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5954,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ72166,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5955,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ72108,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5956,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ72020,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5957,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71976,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5958,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71961,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5959,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71826,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5960,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71811,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5961,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71797,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5962,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71782,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5963,spike glycoprotein precursor [SARS coronavirus ExoN1],ACZ71752,SARS coronavirus ExoN1,627440,True,./genbank_files/627440.fna
5964,RecName: Full=Spike glycoprotein; Short=S glycoprotein; AltName: Full=E2; AltName: Full=Peplomer protein; Contains: RecName: Full=Spike protein S1; Contains: RecName: Full=Spike protein S2; Contains: RecName: Full=Spike protein S2'; Flags: Precursor,P25194,Bovine coronavirus strain vaccine,11134,True,./genbank_files/11134.fna
5965,RecName: Full=Spike glycoprotein; Short=S glycoprotein; AltName: Full=E2; AltName: Full=Peplomer protein; Contains: RecName: Full=Spike protein S1; Contains: RecName: Full=Spike protein S2; Contains: RecName: Full=Spike protein S2'; Flags: Precursor,Q3I5J5,Bat SARS CoV Rp3/2004,349344,True,./genbank_files/349344.fna
5966,RecName: Full=Protein 7a; AltName: Full=Accessory protein 7a; Flags: Precursor,Q3I5J0,Bat SARS CoV Rp3/2004,349344,False,./genbank_files/349344.fna
5967,spike protein [Bat SARS CoV Rp3/2004],AAZ67052,Bat SARS CoV Rp3/2004,349344,True,./genbank_files/349344.fna
5968,"spike protein, partial [Bat coronavirus BtCoV/8-691/Pip_nat/ROU/2009]",AGC94914,Bat coronavirus BtCoV/8-691/Pip_nat/ROU/2009,1284372,True,./genbank_files/1284372.fna
5969,spike [SARS coronavirus ShanghaiQXC1],AAR86788,SARS coronavirus ShanghaiQXC1,258507,True,./genbank_files/258507.fna
5970,"spike glycoprotein, partial [SARS coronavirus TW-JC2]",AAS44769,SARS coronavirus TW-JC2,264375,True,./genbank_files/264375.fna
5971,RecName: Full=Hemagglutinin-esterase; Short=HE protein; AltName: Full=E3 glycoprotein; Flags: Precursor,O91262,Puffinosis coronavirus,76583,False,./genbank_files/76583.fna
5972,"spike glycoprotein, partial [SARS coronavirus TW-PH2]",AAS44795,SARS coronavirus TW-PH2,264388,True,./genbank_files/264388.fna
5973,spike protein [SARS coronavirus ZJ0301],ABA02260,SARS coronavirus ZJ0301,344702,True,./genbank_files/344702.fna
5974,"spike glycoprotein, partial [SARS coronavirus TW-KC3]",AAS44773,SARS coronavirus TW-KC3,264377,True,./genbank_files/264377.fna
5975,spike glycoprotein [SARS coronavirus C018],AAV97998,SARS coronavirus C018,305414,True,./genbank_files/305414.fna
5976,spike glycoprotein precursor [SARS coronavirus P2],ACQ82725,SARS coronavirus P2,627442,True,./genbank_files/627442.fna
5977,spike glycoprotein precursor [Murine hepatitis virus strain 2],AAF19386,Murine hepatitis virus strain 2,76344,True,./genbank_files/76344.fna
5978,spike protein [Bovine respiratory coronavirus AH187],ACT11007,Bovine respiratory coronavirus AH187,502108,True,./genbank_files/502108.fna
5979,spike glycoprotein [SARS coronavirus A001],AAV97984,SARS coronavirus A001,305401,True,./genbank_files/305401.fna
5980,spike glycoprotein [SARS coronavirus C019],AAV97999,SARS coronavirus C019,305415,True,./genbank_files/305415.fna
5981,"spike glycoprotein, partial [SARS coronavirus TW-KC1]",AAS44771,SARS coronavirus TW-KC1,264376,True,./genbank_files/264376.fna
5982,RecName: Full=Spike glycoprotein; Short=S glycoprotein; AltName: Full=E2; AltName: Full=Peplomer protein; Contains: RecName: Full=Spike protein S1; Contains: RecName: Full=Spike protein S2; Contains: RecName: Full=Spike protein S2'; Flags: Precursor,P22432,Murine hepatitis virus strain 4,12760,True,./genbank_files/12760.fna
5983,E2 [Murine hepatitis virus strain 4],AAB19590,Murine hepatitis virus strain 4,12760,True,./genbank_files/12760.fna
5984,spike glycoprotein [SARS coronavirus A022],AAV98003,SARS coronavirus A022,304858,True,./genbank_files/304858.fna
5985,spike glycoprotein [SARS coronavirus A022],AAV91631,SARS coronavirus A022,304858,True,./genbank_files/304858.fna
5986,spike protein [Waterbuck coronavirus US/OH-WD358-GnC/1994],ACJ66961,Waterbuck coronavirus US/OH-WD358-GnC/1994,502096,True,./genbank_files/502096.fna
5987,spike glycoprotein [SARS coronavirus PC4-145],AAV49721,SARS coronavirus PC4-145,296839,True,./genbank_files/296839.fna
5988,spike protein [Waterbuck coronavirus US/OH-WD358-TC/1994],ACJ66946,Waterbuck coronavirus US/OH-WD358-TC/1994,422137,True,./genbank_files/422137.fna
5989,RecName: Full=Spike glycoprotein; Short=S glycoprotein; AltName: Full=E2; AltName: Full=Peplomer protein; Contains: RecName: Full=Spike protein S1; Contains: RecName: Full=Spike protein S2; Contains: RecName: Full=Spike protein S2'; Flags: Precursor,Q9QAR5,Bovine coronavirus (strain LSU-94LSS-051),233261,True,./genbank_files/233261.fna
